accepted delta gamma error Lprev Lstar alpha time
0 1.000000e-01 1.000000e+04 -1.660358e-03 -16.603581 -16.603581 0.000000 6.942371e-310
1 1.000000e-01 1.000000e+04 -1.662169e-03 -16.621692 -16.621692 0.982052 1.009457e+00
2 9.523810e-02 1.000000e+04 -1.645331e-03 -16.453310 -16.453310 1.000000 1.010058e+00
2 9.090909e-02 1.000000e+04 -1.746814e-03 -16.453310 -17.468138 0.362465 1.009143e+00
3 8.695652e-02 1.000000e+04 -1.676601e-03 -16.766007 -16.766007 0.731471 1.008289e+00
4 8.333333e-02 1.000000e+04 -1.576395e-03 -15.763954 -15.763954 1.000000 1.010050e+00
5 8.000000e-02 1.000000e+04 -1.590501e-03 -15.905011 -15.905011 0.868440 1.008650e+00
6 7.692308e-02 1.000000e+04 -1.475249e-03 -14.752492 -14.752492 1.000000 1.009125e+00
7 7.407407e-02 1.000000e+04 -1.476788e-03 -14.767881 -14.767881 0.984729 1.009116e+00
8 7.142857e-02 1.000000e+04 -1.507602e-03 -15.076021 -15.076021 0.734813 1.009862e+00
9 6.896552e-02 1.000000e+04 -1.530203e-03 -15.302035 -15.302035 0.797707 1.009077e+00
9 6.666667e-02 1.000000e+04 -1.647185e-03 -15.302035 -16.471846 0.310426 1.009000e+00
10 6.451613e-02 1.000000e+04 -1.462406e-03 -14.624061 -14.624061 1.000000 1.010307e+00
11 6.250000e-02 1.000000e+04 -1.438064e-03 -14.380637 -14.380637 1.000000 1.009051e+00
12 6.060606e-02 1.000000e+04 -1.440323e-03 -14.403233 -14.403233 0.977657 1.008902e+00
13 5.882353e-02 1.000000e+04 -1.453308e-03 -14.533077 -14.533077 0.878233 1.009189e+00
14 5.714286e-02 1.000000e+04 -1.369059e-03 -13.690591 -13.690591 1.000000 1.009773e+00
14 5.555556e-02 1.000000e+04 -1.492106e-03 -13.690591 -14.921062 0.292155 1.009168e+00
15 5.405405e-02 1.000000e+04 -1.395176e-03 -13.951758 -13.951758 0.770152 1.009027e+00
16 5.263158e-02 1.000000e+04 -1.375334e-03 -13.753335 -13.753335 1.000000 1.008865e+00
17 5.128205e-02 1.000000e+04 -1.437505e-03 -14.375050 -14.375050 0.537023 1.009045e+00
18 5.000000e-02 1.000000e+04 -1.459857e-03 -14.598566 -14.598566 0.799702 1.009473e+00
19 4.878049e-02 1.000000e+04 -1.506532e-03 -15.065317 -15.065317 0.627036 1.009145e+00
20 4.761905e-02 1.000000e+04 -1.529935e-03 -15.299354 -15.299354 0.791332 1.009164e+00
20 4.651163e-02 1.100000e+04 -1.562596e-03 -16.829290 -17.188558 0.698187 1.008909e+00
21 4.545455e-02 1.100000e+04 -1.520690e-03 -16.727589 -16.727589 1.000000 1.009452e+00
21 4.444444e-02 1.100000e+04 -1.590314e-03 -16.727589 -17.493459 0.464929 1.009399e+00
22 4.347826e-02 1.100000e+04 -1.436699e-03 -15.803693 -15.803693 1.000000 1.009269e+00
22 4.255319e-02 1.100000e+04 -1.489692e-03 -15.803693 -16.386612 0.558266 1.009238e+00
23 4.166667e-02 1.100000e+04 -1.406028e-03 -15.466303 -15.466303 1.000000 1.008918e+00
24 4.081633e-02 1.100000e+04 -1.365071e-03 -15.015781 -15.015781 1.000000 1.009201e+00
24 4.000000e-02 1.100000e+04 -1.409104e-03 -15.015781 -15.500140 0.616092 1.008034e+00
25 3.921569e-02 1.100000e+04 -1.404808e-03 -15.452889 -15.452889 0.645902 1.009004e+00
26 3.846154e-02 1.100000e+04 -1.431649e-03 -15.748141 -15.748141 0.744344 1.008390e+00
27 3.773585e-02 1.100000e+04 -1.462510e-03 -16.087607 -16.087607 0.712151 1.008690e+00
28 3.703704e-02 1.100000e+04 -1.465886e-03 -16.124751 -16.124751 0.963537 1.008942e+00
